Id,LotArea,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,OverallGrade,ExterGrade,KitchenScore,TotalBath,AllSF,AllPorchSF,AllSF-2,GarageCars-2,MSSubClass_SC120,MSSubClass_SC160,MSSubClass_SC190,MSSubClass_SC20,MSSubClass_SC30,MSSubClass_SC50,MSSubClass_SC60,MSSubClass_SC70,MSSubClass_SC80,MSSubClass_SC85,MSSubClass_SC90,MSZoning_Other,MSZoning_RL,MSZoning_RM,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_Inside,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Other,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Condition1_Feedr,Condition1_Norm,Condition1_Other,Condition1_PosN,Condition1_RRAn,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_Other,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Hip,RoofStyle_Other,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_BrkFace,Exterior2nd_HdBoard,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stucco,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_CBlock,Foundation_Other,Foundation_PConc,Foundation_Slab,CentralAir_Y,Electrical_FuseF,Electrical_Other,Electrical_SBrkr,MoSold_Aug,MoSold_Dec,MoSold_Feb,MoSold_Jan,MoSold_Jul,MoSold_Jun,MoSold_Mar,MoSold_May,MoSold_Nov,MoSold_Oct,MoSold_Sep,SaleType_New,SaleType_Other,SaleType_WD,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Other,SalePrice
353,9084,4,3,5,6,1941,1950,0.0,3,3,236,380,0,616,3,616,495,0,1111,0,1,1,0,3,1,3,5,8,0,1,200,2,48,0,0,0,0,0,0,2008,30,9,3,1.5,1727,0,2982529,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,11.461632170582678
354,8520,4,3,6,8,1928,2003,0.0,3,4,0,0,624,624,4,720,0,0,720,0,0,1,0,2,1,3,5,8,0,2,484,2,106,0,0,0,0,0,0,2010,48,12,3,1.0,1344,0,1806336,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,11.570250531589494
355,8400,4,3,6,5,1940,2000,0.0,3,3,388,0,552,940,5,1192,403,0,1595,0,0,1,0,2,1,3,6,8,2,1,240,2,0,0,108,0,0,0,0,2006,30,9,3,1.0,2535,108,6426225,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,11.849397701591439
356,11249,2,3,6,5,1995,1995,0.0,4,4,334,544,322,1200,5,1200,0,0,1200,1,0,2,0,3,1,4,6,8,0,2,521,2,0,26,0,0,0,0,0,2007,30,16,4,3.0,2400,26,5760000,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12.08672588789761
357,9248,3,3,6,6,1992,1992,106.0,3,3,560,0,598,1158,4,1167,0,0,1167,1,0,2,0,3,1,4,6,8,0,2,400,2,120,26,0,0,0,0,0,2009,36,9,4,3.0,2325,26,5405625,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,12.061046873479915
358,4224,4,3,5,5,1976,1976,0.0,3,3,874,0,268,1142,3,1142,0,0,1142,1,0,1,1,3,1,3,6,8,1,2,528,2,536,90,0,0,0,0,0,2007,25,9,3,2.5,2284,90,5216656,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11.805595078933045
359,6930,3,3,5,4,1958,1958,120.0,3,3,300,294,468,1062,5,1352,0,0,1352,0,1,1,0,3,1,4,6,6,0,1,288,2,168,0,294,0,0,0,0,2006,20,9,4,1.5,2414,294,5827396,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11.77528972943772
360,12011,3,3,8,5,1998,1998,530.0,4,3,956,0,130,1086,5,1086,838,0,1924,1,0,2,1,3,1,4,7,8,1,2,592,2,208,75,0,0,374,0,0,2006,40,12,4,3.5,3010,449,9060100,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,12.542544882151384
361,7540,3,3,6,6,1978,1978,0.0,3,3,773,0,115,888,5,912,0,0,912,1,0,1,0,2,1,3,5,8,1,2,470,2,0,0,0,0,192,0,0,2007,36,9,3,2.0,1800,192,3240000,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,11.957611286231675
362,9144,4,3,5,5,1940,1982,0.0,3,3,399,0,484,883,4,988,517,0,1505,1,0,1,0,3,1,3,8,8,0,1,240,0,0,0,0,0,0,0,0,2008,25,9,3,2.0,2388,0,5702544,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,11.884489021402711
363,7301,4,3,7,5,2003,2003,500.0,4,3,0,0,0,0,5,495,1427,0,1922,0,0,3,0,4,1,4,7,8,1,2,672,2,0,0,177,0,0,0,0,2009,35,12,4,3.0,1922,177,3694084,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,12.198544379109382
364,1680,4,3,6,8,1972,2007,510.0,3,3,162,0,321,483,4,483,504,0,987,0,0,1,1,2,1,4,5,8,0,1,264,2,250,0,0,0,0,0,0,2009,48,9,4,1.5,1470,0,2160900,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,11.6784399034478
365,18800,3,3,6,5,1976,1976,120.0,3,3,712,0,84,796,3,790,784,0,1574,1,0,2,1,3,1,3,6,8,1,2,566,2,306,111,0,0,0,0,0,2006,30,9,3,3.5,2370,111,5616900,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,12.154779351142626
366,10690,4,3,5,7,1920,1997,0.0,3,4,456,0,216,672,4,672,672,0,1344,0,0,1,0,3,1,3,6,8,0,1,468,2,0,128,218,0,0,0,0,2009,35,12,3,1.0,2016,346,4064256,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,11.898187865760873
367,9500,3,3,6,5,1963,1963,247.0,3,3,609,0,785,1394,4,1394,0,0,1394,1,0,1,1,3,1,3,6,8,2,2,514,2,0,76,0,0,185,0,0,2009,30,9,3,2.5,2788,261,7772944,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,11.976659481202367
368,9150,3,3,6,5,1962,1962,305.0,3,3,371,0,728,1099,4,1431,0,0,1431,0,1,1,0,3,1,3,6,8,1,1,296,2,64,110,0,0,0,0,0,2008,30,9,3,1.5,2530,110,6400900,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12.013700752882716
369,7800,4,3,5,6,1954,1954,200.0,3,3,540,0,728,1268,4,1268,0,0,1268,0,0,1,0,2,1,3,7,8,1,1,244,2,0,98,0,0,0,0,0,2010,30,9,3,1.0,2536,98,6431296,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,11.790557201568507
370,9830,3,3,5,7,1959,2006,0.0,3,4,72,258,733,1063,5,1287,0,0,1287,1,0,1,0,3,1,4,7,8,1,2,576,2,364,17,0,0,182,0,0,2010,35,12,4,2.0,2350,199,5522500,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,11.99535161421452
371,8121,3,3,6,5,2000,2000,0.0,3,3,0,0,953,953,5,953,711,0,1664,0,0,2,1,3,1,3,7,8,1,2,460,2,100,40,0,0,0,0,0,2006,30,9,3,2.5,2617,40,6848689,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,12.057572637211731
372,17120,4,3,4,4,1959,1959,0.0,3,3,0,0,0,0,3,1120,468,0,1588,0,0,2,0,4,1,3,7,6,1,2,680,0,0,59,0,0,0,0,0,2008,16,9,3,2.0,1588,59,2521744,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,11.808813773969106
373,7175,4,3,6,5,1984,1984,0.0,3,3,623,121,0,744,3,752,0,0,752,1,0,1,0,2,1,3,4,8,0,1,264,2,353,0,0,0,90,0,0,2010,30,9,3,2.0,1496,90,2238016,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11.736069016284436
374,10634,4,3,5,6,1953,1953,0.0,3,3,428,180,0,608,3,1319,0,0,1319,1,0,1,0,3,1,3,5,6,0,1,270,2,66,0,0,0,0,0,0,2009,30,9,3,2.0,1927,0,3713329,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,11.719939634354555
375,8200,4,3,7,5,2003,2004,0.0,4,3,0,0,847,847,5,847,1081,0,1928,0,0,2,1,4,1,4,8,8,1,2,434,2,100,48,0,0,0,0,0,2007,35,12,4,2.5,2775,48,7700625,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,12.299107511497365
376,10020,3,1,1,1,1922,1950,0.0,2,2,350,0,333,683,4,904,0,0,904,1,0,0,1,1,1,2,4,4,0,0,0,2,0,0,0,0,0,0,0,2009,1,4,2,1.5,1587,0,2518569,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,11.018629143155449
377,8846,3,3,5,5,1996,1996,0.0,4,3,298,0,572,870,5,914,0,0,914,0,0,1,0,2,1,3,5,8,0,2,576,2,0,0,0,0,0,0,0,2006,25,12,3,1.0,1784,0,3182656,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,11.904967552746253
378,11143,3,3,8,5,2004,2005,0.0,4,3,0,0,1580,1580,5,1580,886,0,2466,0,0,3,0,4,1,4,8,8,1,2,610,2,159,214,0,0,0,0,0,2007,40,12,4,3.0,4046,214,16370116,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12.736700896592346
379,11394,4,3,9,2,2010,2010,350.0,4,3,1445,0,411,1856,5,1856,0,0,1856,1,0,1,1,1,1,5,8,8,1,3,834,2,113,0,0,0,0,0,0,2010,18,12,5,2.5,3712,0,13778944,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12.885202034321914
380,8123,3,3,6,5,2000,2000,16.0,3,3,0,0,982,982,5,1007,793,0,1800,0,0,2,1,3,1,3,7,8,1,2,463,2,100,63,0,0,0,0,0,2009,30,9,3,2.5,2782,63,7739524,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,12.095141084822894
381,5000,4,3,5,6,1924,1950,0.0,3,3,218,0,808,1026,3,1026,665,0,1691,0,0,2,0,3,1,4,6,8,1,1,308,2,0,0,242,0,0,0,0,2010,30,9,4,2.0,2717,242,7382089,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,11.751942365440726
382,7200,4,3,7,5,2006,2006,0.0,4,3,0,0,1293,1293,5,1301,0,0,1301,1,0,2,0,2,1,4,5,8,1,2,572,2,216,121,0,0,0,0,0,2006,35,12,4,3.0,2594,121,6728836,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.142866569626381
383,9245,3,3,7,5,2006,2006,0.0,4,3,0,0,939,939,5,939,858,0,1797,0,0,2,1,3,1,4,8,8,0,2,639,2,144,53,0,0,0,0,0,2007,35,12,4,2.5,2736,53,7485696,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12.271392111650815
384,9000,4,3,6,3,1928,1950,0.0,3,3,0,0,784,784,3,784,0,0,784,0,0,1,0,2,1,3,5,8,0,2,360,0,0,0,91,0,0,0,0,2009,18,9,3,1.0,1568,91,2458624,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,11.238488619268468
385,53107,2,2,6,5,1992,1992,0.0,4,3,985,0,595,1580,5,1079,874,0,1953,1,0,2,1,3,1,4,9,8,2,2,501,2,216,231,0,0,0,0,0,2007,30,12,4,3.5,3533,231,12482089,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,12.388394202324125
386,3182,4,3,8,5,2004,2005,16.0,4,3,24,0,1232,1256,5,1269,0,0,1269,0,0,2,0,2,1,4,6,8,1,2,430,2,146,20,0,0,144,0,0,2010,40,12,4,2.0,2525,164,6375625,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12.165250651009917
387,8410,4,3,5,3,1910,1996,0.0,3,2,0,0,658,658,3,658,526,0,1184,0,0,1,0,5,1,3,8,8,0,0,0,0,0,151,0,0,0,0,0,2006,15,6,3,1.0,1842,151,3392964,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,11.302204433654575
388,7200,4,3,6,6,1976,1976,255.0,3,3,631,0,410,1041,5,1125,0,0,1125,1,0,1,0,3,1,3,6,8,1,1,352,2,296,0,0,0,0,0,0,2009,36,9,3,2.0,2166,0,4691556,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11.736069016284436
389,9382,3,3,7,5,1999,2000,125.0,4,3,0,0,1468,1468,5,1479,0,0,1479,0,0,2,0,3,1,4,6,8,0,2,577,2,120,25,0,0,0,0,0,2008,35,12,4,2.0,2947,25,8684809,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,12.160028707028768
390,12474,4,3,10,5,2007,2008,272.0,5,3,1280,0,402,1682,5,1742,590,0,2332,1,0,2,1,3,1,5,9,8,1,3,846,2,196,134,0,0,0,0,0,2008,50,15,5,3.5,4014,134,16112196,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.962194625251508
391,8405,4,3,5,8,1900,1950,0.0,3,3,241,391,229,861,5,961,406,0,1367,1,0,1,0,4,1,3,7,8,0,1,384,2,0,130,112,0,0,0,0,2008,40,9,3,2.0,2228,242,4963984,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11.686878772093667
