Id,LotArea,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,OverallGrade,ExterGrade,KitchenScore,TotalBath,AllSF,AllPorchSF,AllSF-2,GarageCars-2,MSSubClass_SC120,MSSubClass_SC150,MSSubClass_SC160,MSSubClass_SC190,MSSubClass_SC20,MSSubClass_SC30,MSSubClass_SC50,MSSubClass_SC60,MSSubClass_SC70,MSSubClass_SC80,MSSubClass_SC85,MSSubClass_SC90,MSZoning_Other,MSZoning_RL,MSZoning_RM,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_Inside,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Other,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Condition1_Feedr,Condition1_Norm,Condition1_Other,Condition1_PosN,Condition1_RRAn,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_Other,HouseStyle_SFoyer,RoofStyle_Hip,RoofStyle_Other,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_BrkFace,Exterior2nd_HdBoard,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stucco,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_CBlock,Foundation_Other,Foundation_PConc,Foundation_Slab,CentralAir_Y,Electrical_FuseF,Electrical_Other,Electrical_SBrkr,MoSold_Aug,MoSold_Dec,MoSold_Feb,MoSold_Jan,MoSold_Jul,MoSold_Jun,MoSold_Mar,MoSold_May,MoSold_Nov,MoSold_Oct,MoSold_Sep,SaleType_New,SaleType_Other,SaleType_WD,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Other,SaleCondition_Partial,Street_Pave,Condition2_Feedr,Condition2_PosA,Condition2_PosN,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Heating_GasW,Heating_Grav,Heating_Wall
409,14154,4,3,7,5,2006,2006,350.0,4,3,0.0,0.0,1063.0,1063.0,5,1071,1101,0,2172,0.0,0.0,2,1,3,1,4.0,9,8.0,1,3.0,947.0,2,192,62,0,0,0,0,0,2007,35,12,4.0,2.5,3235.0,62,10465225.0,9.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
410,10800,4,3,8,5,2007,2008,100.0,4,3,789.0,0.0,245.0,1034.0,5,1050,1028,0,2078,1.0,0.0,2,1,3,1,5.0,8,8.0,1,3.0,836.0,2,0,102,0,0,0,0,0,2008,40,12,5.0,3.5,3112.0,102,9684544.0,9.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
411,9571,4,3,5,3,1958,1958,0.0,3,2,0.0,0.0,1276.0,1276.0,3,1276,0,0,1276,0.0,0.0,1,0,3,1,3.0,5,5.0,0,1.0,350.0,2,0,0,0,0,0,0,0,2009,15,6,3.0,1.0,2552.0,0,6512704.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,34650,4,3,5,5,1955,1955,0.0,3,3,1056.0,0.0,0.0,1056.0,3,1056,0,0,1056,1.0,0.0,1,0,3,1,3.0,5,8.0,0,2.0,572.0,2,264,0,0,0,0,0,0,2006,25,9,3.0,2.0,2112.0,0,4460544.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
413,4403,2,3,7,5,2009,2009,432.0,5,3,578.0,0.0,892.0,1470.0,5,1478,0,0,1478,1.0,0.0,2,1,2,1,4.0,7,8.0,1,2.0,484.0,2,0,144,0,0,0,0,0,2010,35,15,4.0,3.5,2948.0,144,8690704.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
414,8960,4,3,5,6,1927,1950,0.0,3,3,0.0,0.0,1008.0,1008.0,4,1028,0,0,1028,0.0,0.0,1,0,2,1,3.0,5,8.0,1,2.0,360.0,2,0,0,130,0,0,0,0,2010,30,9,3.0,1.0,2036.0,130,4145296.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
415,11228,2,3,7,5,1993,1993,0.0,4,3,50.0,531.0,499.0,1080.0,5,1080,1017,0,2097,0.0,1.0,2,1,3,1,4.0,9,8.0,1,3.0,678.0,2,196,187,0,0,0,0,0,2008,35,12,4.0,3.0,3177.0,187,10093329.0,9.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
416,8899,3,3,7,5,2007,2007,0.0,4,3,24.0,0.0,1316.0,1340.0,5,1340,0,0,1340,0.0,0.0,2,0,3,1,4.0,6,8.0,0,2.0,396.0,2,100,30,0,0,0,0,0,2007,35,12,4.0,2.0,2680.0,30,7182400.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
417,7844,4,3,6,7,1978,1978,203.0,3,3,209.0,0.0,463.0,672.0,3,672,728,0,1400,0.0,0.0,1,1,3,1,3.0,6,8.0,1,2.0,440.0,2,0,0,0,0,0,0,0,2006,42,9,3.0,1.5,2072.0,0,4293184.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
418,22420,3,3,6,6,1918,1950,0.0,3,3,1128.0,0.0,242.0,1370.0,3,1370,1254,0,2624,1.0,0.0,2,1,4,1,3.0,10,8.0,1,3.0,864.0,0,0,0,0,0,0,0,0,2007,36,9,3.0,3.5,3994.0,0,15952036.0,9.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
419,8160,4,3,5,6,1940,1950,0.0,3,3,312.0,0.0,444.0,756.0,2,756,378,0,1134,1.0,0.0,1,1,3,1,3.0,7,8.0,0,1.0,240.0,1,0,0,0,0,0,0,0,2007,30,9,3.0,2.5,1890.0,0,3572100.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
420,8450,4,3,5,6,1968,1968,0.0,3,3,775.0,0.0,281.0,1056.0,5,1056,0,0,1056,1.0,0.0,1,0,3,1,3.0,6,8.0,1,1.0,304.0,2,0,85,184,0,0,0,0,2010,30,9,3.0,2.0,2112.0,269,4460544.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
421,7060,4,3,7,5,1997,1998,200.0,3,4,1309.0,0.0,35.0,1344.0,5,1344,0,0,1344,2.0,0.0,2,0,2,2,3.0,8,8.0,0,4.0,784.0,2,0,0,0,0,0,0,0,2008,35,12,6.0,4.0,2688.0,0,7225344.0,16.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
422,16635,3,3,6,7,1977,2000,126.0,4,3,1246.0,0.0,356.0,1602.0,4,1602,0,0,1602,0.0,1.0,2,0,3,1,4.0,8,8.0,1,2.0,529.0,2,240,0,0,0,0,0,0,2009,42,12,4.0,2.5,3204.0,0,10265616.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
423,21750,4,2,5,5,1954,1954,0.0,3,3,0.0,0.0,988.0,988.0,5,988,0,0,988,0.0,0.0,1,0,2,1,3.0,4,8.0,0,2.0,520.0,0,0,0,0,0,0,0,0,2008,25,9,3.0,1.0,1976.0,0,3904576.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
424,9200,4,3,8,5,1998,1998,473.0,4,3,986.0,0.0,484.0,1470.0,4,1470,1160,0,2630,1.0,0.0,2,1,4,1,4.0,8,8.0,1,3.0,696.0,2,0,66,0,0,0,0,0,2008,40,12,4.0,3.5,4100.0,66,16810000.0,9.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
425,9000,4,3,6,5,1956,1956,74.0,3,3,616.0,0.0,580.0,1196.0,4,1196,0,0,1196,1.0,0.0,1,0,2,1,3.0,6,8.0,1,1.0,297.0,2,0,44,0,0,0,0,0,2008,30,9,3.0,2.0,2392.0,44,5721664.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
426,3378,4,3,7,8,1946,1992,0.0,3,4,0.0,0.0,651.0,651.0,4,707,682,0,1389,0.0,0.0,1,1,3,1,3.0,6,8.0,2,1.0,240.0,1,0,0,126,0,0,0,0,2009,56,12,3.0,1.5,2040.0,126,4161600.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
427,12800,4,2,7,5,1989,1989,145.0,4,3,1518.0,0.0,0.0,1518.0,4,1644,0,0,1644,1.0,1.0,2,0,2,1,4.0,5,8.0,1,2.0,569.0,2,80,0,0,0,396,0,0,2009,35,12,4.0,3.5,3162.0,396,9998244.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
428,8593,3,3,4,6,1957,1957,0.0,3,3,288.0,0.0,619.0,907.0,5,907,0,0,907,0.0,0.0,1,0,3,1,3.0,5,8.0,0,1.0,352.0,2,0,0,0,0,0,0,0,2008,24,9,3.0,1.0,1814.0,0,3290596.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
429,6762,4,3,7,5,2007,2007,108.0,4,3,664.0,0.0,544.0,1208.0,5,1208,0,0,1208,1.0,0.0,2,0,2,1,4.0,6,8.0,0,2.0,628.0,2,105,54,0,0,0,0,0,2007,35,12,4.0,3.0,2416.0,54,5837056.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
430,11457,3,3,6,5,1988,1988,0.0,3,3,1005.0,0.0,387.0,1392.0,3,1412,0,0,1412,1.0,0.0,2,0,3,1,4.0,6,8.0,1,2.0,576.0,2,0,0,169,0,0,0,0,2009,30,9,4.0,3.0,2804.0,169,7862416.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
431,1680,4,3,6,5,1971,1971,232.0,3,3,387.0,0.0,96.0,483.0,3,483,504,0,987,0.0,0.0,1,1,2,1,3.0,4,8.0,0,1.0,264.0,2,0,0,0,0,0,0,0,2008,30,9,3.0,1.5,1470.0,0,2160900.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,5586,3,3,6,7,1920,1998,0.0,3,3,0.0,0.0,901.0,901.0,4,1088,110,0,1198,0.0,0.0,1,0,4,1,3.0,7,8.0,0,0.0,0.0,0,0,98,0,0,0,0,0,2008,42,9,3.0,1.0,2099.0,98,4405801.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,1920,4,3,5,5,1971,1971,376.0,3,3,471.0,0.0,294.0,765.0,5,765,600,0,1365,1.0,0.0,1,1,2,1,3.0,6,7.0,0,2.0,440.0,2,240,36,0,0,0,0,0,2007,25,9,3.0,2.5,2130.0,36,4536900.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
434,10839,3,3,6,5,1997,1998,0.0,3,3,0.0,0.0,926.0,926.0,5,926,678,0,1604,0.0,0.0,2,1,3,1,3.0,7,8.0,1,2.0,470.0,2,0,36,0,0,0,0,0,2008,30,9,3.0,2.5,2530.0,36,6400900.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
435,1890,4,3,4,7,1972,1972,0.0,3,4,495.0,0.0,135.0,630.0,4,630,0,0,630,1.0,0.0,1,0,1,1,3.0,3,8.0,0,0.0,0.0,2,88,0,0,0,0,0,0,2008,28,12,3.0,2.0,1260.0,0,1587600.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
436,10667,2,3,7,6,1996,1996,0.0,4,3,385.0,344.0,70.0,799.0,5,827,834,0,1661,1.0,0.0,2,1,3,1,4.0,6,8.0,1,2.0,550.0,2,158,61,0,0,0,0,0,2009,42,12,4.0,3.5,2460.0,61,6051600.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
437,4400,4,3,6,8,1920,1950,0.0,3,3,0.0,0.0,648.0,648.0,3,734,384,0,1118,0.0,0.0,1,0,2,1,3.0,6,8.0,0,2.0,440.0,2,0,0,0,0,0,0,0,2006,48,9,3.0,1.0,1766.0,0,3118756.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
438,6000,4,3,6,7,1926,2004,0.0,4,3,0.0,0.0,884.0,884.0,4,904,0,0,904,0.0,0.0,1,0,2,1,3.0,4,8.0,0,1.0,180.0,2,0,0,105,0,0,0,0,2009,42,12,3.0,1.0,1788.0,105,3196944.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
439,4280,4,3,5,6,1913,2002,0.0,3,3,365.0,0.0,75.0,440.0,3,694,0,0,694,0.0,0.0,1,0,2,1,4.0,4,8.0,1,1.0,352.0,1,0,0,34,0,0,0,0,2007,30,9,4.0,1.0,1134.0,34,1285956.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
440,12354,4,3,6,8,1920,2000,0.0,3,3,0.0,0.0,684.0,684.0,4,684,512,0,1196,0.0,0.0,1,0,3,1,4.0,7,8.0,0,2.0,528.0,2,0,46,0,0,0,0,800,2009,48,9,4.0,1.0,1880.0,46,3534400.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
441,15431,4,3,10,5,2008,2008,200.0,5,3,1767.0,539.0,788.0,3094.0,5,2402,0,0,2402,1.0,0.0,2,0,2,1,5.0,10,8.0,2,3.0,672.0,2,0,72,0,0,170,0,0,2009,50,15,5.0,3.0,5496.0,242,30206016.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
442,12108,4,3,4,4,1955,1955,270.0,3,3,133.0,0.0,1307.0,1440.0,3,1440,0,0,1440,0.0,0.0,2,0,4,2,2.0,8,8.0,0,0.0,0.0,2,0,0,0,0,0,0,0,2008,16,9,4.0,2.0,2880.0,0,8294400.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
